ID,site_id,상태값,정책명,최종추천제목,메인 키워드,메타설명,태그,발행 URL,발행일시,원본출처,우선발행점수,최종수정일,상태변경로그,wp_post_id,wp_permalink,wp_status,published_at,history,calculator_id,quality_score,quality_status,quality_failed_rules,quality_review_model,quality_reviewed_at,quality_prompt_version,last_synced_at,sync_flag,quality_resolved_at,_p2b_temp,_p2b_cleanup
20260722063244_52b5,,재처리완료,4대보험 계산,2026년 4대보험 계산 방법,,최신 기준에 맞춘 2026년 4대보험 계산 방법을 알아보세요. 간편한 계산기로 정확한 보험료를 예측하세요.,"4대보험 계산, 2026년 4대보험, 보험료 계산기, 4대보험",,2026-07-22 6:32:45,,,2026-07-22 6:33:24,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-22T06:32:45.962325"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""068ff645""}, {""event"": ""quality_hold_released"", ""at"": ""2026-07-22T06:33:26.799100"", ""reason"": ""quality_signature_changed"", ""new_signature"": ""068ff645"", ""published_post_id"": ""67""}]",calc_20260702221629_f9fa,78,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 6:32:45,068ff645,,,2026-07-22 6:33:24,,
20260722063317_6c8c,,발행완료,4대보험 조건,2026 4대보험 조건 완벽 이해,,2026년 최신 4대보험 조건을 완벽하게 이해하세요. 모든 근로자와 사업주가 알아야 할 필수 내용을 제공합니다. 보험료 계산 방법부터 혜택까지 상세 설명.,"4대보험 조건, 2026 4대보험, 4대보험 계산법, 4대보험 혜택, 4대보험 이해",http://salarymate.test/2026-4%eb%8c%80%eb%b3%b4%ed%97%98-%ec%a1%b0%ea%b1%b4-%ec%99%84%eb%b2%bd-%ec%9d%b4%ed%95%b4/,2026-07-22 6:33:17,,,2026-07-22 6:33:17,,67,http://salarymate.test/2026-4%eb%8c%80%eb%b3%b4%ed%97%98-%ec%a1%b0%ea%b1%b4-%ec%99%84%eb%b2%bd-%ec%9d%b4%ed%95%b4/,publish,2026-07-22 6:33:16,"[{""event"": ""publish"", ""at"": ""2026-07-22T06:33:18.336273"", ""wp_post_id"": 67}]",calc_20260702221629_f9fa,84,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 6:33:15,068ff645,2026-07-23 3:00:23,OK,,,
20260722115041_2d45,,재처리완료,4대보험 계산법,2026 4대보험 계산법 안내,,2026년 최신 4대보험 계산법 안내. 정확한 보험료 계산을 위한 필수 가이드와 주요 정보를 제공합니다. 지금 확인하세요!,"2026 4대보험 계산법, 4대보험 계산법, 2026년 4대보험",,2026-07-22 11:50:41,,,2026-07-22 11:52:03,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-22T11:50:42.492929"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""068ff645""}, {""event"": ""quality_hold_released"", ""at"": ""2026-07-22T11:52:05.899069"", ""reason"": ""quality_signature_changed"", ""new_signature"": ""068ff645"", ""published_post_id"": ""68""}]",calc_20260702221629_f9fa,73,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 11:50:41,068ff645,,,2026-07-22 11:52:03,,
20260722115201_8066,,발행완료,4대보험 계산 방법,2026년 4대보험 계산 방법 가이드,,쉽고 빠른 2026년 4대보험 계산 방법! 급여에서 필요한 4대보험 비용을 정확히 산출하는 방법을 상세히 안내합니다.,"4대보험 계산 방법, 2026년 4대보험 계산, 4대보험 비용 계산, 4대보험 산출 방법",http://salarymate.test/2026%eb%85%84-4%eb%8c%80%eb%b3%b4%ed%97%98-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95-%ea%b0%80%ec%9d%b4%eb%93%9c/,2026-07-22 11:52:01,,,2026-07-22 11:52:01,,68,http://salarymate.test/2026%eb%85%84-4%eb%8c%80%eb%b3%b4%ed%97%98-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95-%ea%b0%80%ec%9d%b4%eb%93%9c/,publish,2026-07-22 11:51:59,"[{""event"": ""publish"", ""at"": ""2026-07-22T11:52:02.764541"", ""wp_post_id"": 68}]",calc_20260702221629_f9fa,86,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 11:51:34,068ff645,2026-07-23 3:00:23,OK,,,
20260722185452_94d5,,재처리완료,연말정산 환급액 계산,2026 연말정산 환급액 계산 안내,,2026년 연말정산 환급액을 손쉽게 계산하세요. 정확한 환급액 계산으로 더 많은 환급을 받으세요.,"2026 연말정산 환급액 계산, 연말정산 환급 계산기, 환급액 계산 방법, 연말정산 계산 2026",,2026-07-22 18:54:53,,,2026-07-22 18:57:27,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-22T18:54:53.881084"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""1cd05b5c""}, {""event"": ""quality_hold_released"", ""at"": ""2026-07-22T18:57:29.802844"", ""reason"": ""quality_signature_changed"", ""new_signature"": ""1cd05b5c"", ""published_post_id"": ""69""}]",calc_20260704111358_9168,79,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 18:54:53,1cd05b5c,,,2026-07-22 18:57:27,,
20260722185612_a77e,,재처리완료,연말정산 환급액 조건,2026 연말정산 환급액 조건 가이드,,2026년 연말정산 환급액을 최대화하기 위한 최신 조건과 계산법 가이드를 제공합니다. 세금 환급에 필요한 모든 정보를 확인하세요.,"연말정산 환급액 조건, 2026 연말정산, 세금 환급 가이드",,2026-07-22 18:56:13,,,2026-07-22 18:57:30,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-22T18:56:14.054609"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""minor"", ""critical_gates"": [], ""prompt_version"": ""1cd05b5c""}, {""event"": ""quality_hold_released"", ""at"": ""2026-07-22T18:57:32.462333"", ""reason"": ""quality_signature_changed"", ""new_signature"": ""1cd05b5c"", ""published_post_id"": ""69""}]",calc_20260704111358_9168,,REWRITE,"[{""gate"": ""G7"", ""grade"": ""minor"", ""detail"": ""AI 문체 금지표현 1건: 살펴보겠습니다"", ""priority"": 1}]",,2026-07-22 18:56:13,1cd05b5c,,,2026-07-22 18:57:30,,
20260722185720_cf46,,발행완료,연말정산 환급액 세금,2026 연말정산 환급액 계산기,,2026년에 사용할 수 있는 연말정산 환급액 계산기. 정교하게 세금 환급액을 계산하고 절세 전략을 세워보세요.,"연말정산 환급액, 2026 연말정산, 세금 계산기, 절세 전략",http://salarymate.test/2026-%ec%97%b0%eb%a7%90%ec%a0%95%ec%82%b0-%ed%99%98%ea%b8%89%ec%95%a1-%ea%b3%84%ec%82%b0%ea%b8%b0/,2026-07-22 18:57:20,,,2026-07-22 18:57:20,,69,http://salarymate.test/2026-%ec%97%b0%eb%a7%90%ec%a0%95%ec%82%b0-%ed%99%98%ea%b8%89%ec%95%a1-%ea%b3%84%ec%82%b0%ea%b8%b0/,publish,2026-07-22 18:57:18,"[{""event"": ""publish"", ""at"": ""2026-07-22T18:57:21.213813"", ""wp_post_id"": 69}]",calc_20260704111358_9168,80,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-22 18:57:18,1cd05b5c,2026-07-23 3:00:23,OK,,,
20260723060228_10d0,,발행완료,연말정산 환급액 계산법,연말정산 환급액 계산법 2026,,2026년 연말정산 환급액 계산법을 알아보세요. 세금 환급액을 정확하게 계산할 수 있는 가이드를 제공합니다.,"연말정산 환급액 계산법, 연말정산 계산기 2026, 2026 세금 환급 계산",http://salarymate.test/%ec%97%b0%eb%a7%90%ec%a0%95%ec%82%b0-%ed%99%98%ea%b8%89%ec%95%a1-%ea%b3%84%ec%82%b0%eb%b2%95-2026/,2026-07-23 6:02:29,,,2026-07-23 6:02:28,,70,http://salarymate.test/%ec%97%b0%eb%a7%90%ec%a0%95%ec%82%b0-%ed%99%98%ea%b8%89%ec%95%a1-%ea%b3%84%ec%82%b0%eb%b2%95-2026/,publish,2026-07-23 6:02:27,"[{""event"": ""publish"", ""at"": ""2026-07-23T06:02:30.176996"", ""wp_post_id"": 70}]",calc_20260704111358_9168,82,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 6:02:27,923e34a6,,,,,
20260723115827_ba3a,,품질보류,연말정산 환급액 계산법,2026 연말정산 환급액 계산법,,최신 법규를 반영한 2026년 연말정산 환급액 계산법을 알아보세요. 간편하게 환급액을 계산하고 절세 전략을 세워보세요.,"2026 연말정산 환급액 계산법, 연말정산 환급액 계산기, 연말정산 절세 전략 2026",,2026-07-23 11:58:27,,,2026-07-23 11:58:27,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-23T11:58:28.476954"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,78,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 11:58:27,923e34a6,,,,,
20260723120154_96c7,,품질보류,연말정산 환급액 계산 방법,2026 연말정산 환급액 계산 방법,,2026년을 위한 연말정산 환급액 계산 방법을 알아보세요. 세금 환급을 극대화하는 방법과 필요한 서류를 확인해 보세요.,"연말정산 환급액, 환급액 계산 방법, 2026 연말정산, 세금 환급, 환급액 서류",,2026-07-23 12:01:55,,,2026-07-23 12:01:54,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-23T12:01:56.329039"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,75,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 12:01:55,923e34a6,,,,,
20260723120245_d500,,발행완료,육아휴직 급여 계산 방법,2026 육아휴직 급여 계산 방법,,2026년 최신 육아휴직 급여 계산 방법을 알아보세요. 쉽고 정확한 계산기로 예상 수령액을 미리 확인하세요.,"2026 육아휴직 급여 계산, 육아휴직 급여 계산 방법, 2026 육아휴직 급여",http://salarymate.test/2026-%ec%9c%a1%ec%95%84%ed%9c%b4%ec%a7%81-%ea%b8%89%ec%97%ac-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95/,2026-07-23 12:02:46,,,2026-07-23 12:02:45,,72,http://salarymate.test/2026-%ec%9c%a1%ec%95%84%ed%9c%b4%ec%a7%81-%ea%b8%89%ec%97%ac-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95/,publish,2026-07-23 12:02:44,"[{""event"": ""publish"", ""at"": ""2026-07-23T12:02:47.207405"", ""wp_post_id"": 72}]",calc_20260704133142_b82a,82,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 12:02:43,5e860ca8,,,,,
20260723183758_9264,,재처리완료,육아휴직 급여 계산법,2026 육아휴직 급여 계산법,,"2026년 최신 육아휴직 급여 계산법 안내. 정확한 금액을 쉽게 확인하고, 혜택을 누리세요!","육아휴직 급여 계산법, 2026 육아휴직 급여, 육아휴직 급여 계산기, 육아휴직 급여",,2026-07-23 18:37:59,,,2026-07-23 18:39:35,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-23T18:38:00.265803"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}, {""event"": ""quality_hold_released"", ""at"": ""2026-07-23T18:39:37.766267"", ""reason"": ""quality_signature_changed"", ""new_signature"": ""5e860ca8"", ""published_post_id"": ""73""}]",calc_20260704133142_b82a,78,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 18:37:59,5e860ca8,,,2026-07-23 18:39:35,,
20260723183932_dfc5,,발행완료,육아휴직 급여 계산 방법,2026 육아휴직 급여 계산 방법 안내,,2026년 최신 육아휴직 급여 계산 방법을 알아보세요. 정확하고 간편한 가이드를 통해 육아휴직 준비에 도움을 드립니다.,"육아휴직 급여 계산 방법, 2026 육아휴직 급여, 급여 계산 가이드 2026",http://salarymate.test/2026-%ec%9c%a1%ec%95%84%ed%9c%b4%ec%a7%81-%ea%b8%89%ec%97%ac-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95-%ec%95%88%eb%82%b4/,2026-07-23 18:39:33,,,2026-07-23 18:39:32,,73,http://salarymate.test/2026-%ec%9c%a1%ec%95%84%ed%9c%b4%ec%a7%81-%ea%b8%89%ec%97%ac-%ea%b3%84%ec%82%b0-%eb%b0%a9%eb%b2%95-%ec%95%88%eb%82%b4/,publish,2026-07-23 18:39:30,"[{""event"": ""publish"", ""at"": ""2026-07-23T18:39:33.812017"", ""wp_post_id"": 73}]",calc_20260704133142_b82a,80,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-23 18:39:07,5e860ca8,,,,,
20260724062711_0277,,품질보류,연말정산 환급액 계산,2026 연말정산 환급액 계산 안내,,2026년도 연말정산 환급액 계산을 통해 세금 환급액을 정확히 예측하세요. 절세 팁과 세부 절차를 확인해보세요.,"2026 연말정산 환급액 계산, 연말정산 환급액, 환급액 계산 2026",,2026-07-24 6:27:12,,,2026-07-24 6:27:11,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T06:27:13.350010"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,77,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-24 6:27:12,923e34a6,,,,,
20260724062838_9222,,품질보류,연말정산 환급액 조건,2026 연말정산 환급액 조건 안내,,2026년 연말정산 환급액 조건을 자세히 알아보세요. 필요 서류 및 계산 방법을 통해 최대한의 환급을 받으세요.,"2026 연말정산, 연말정산 환급액, 환급액 조건, 환급 서류",,2026-07-24 6:28:39,,,2026-07-24 6:28:38,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T06:28:39.963810"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,,REWRITE,"[{""gate"": ""G4"", ""grade"": ""major"", ""detail"": ""계산 예시 1개 → 최소 2개 필요"", ""priority"": 1}]",,2026-07-24 6:28:39,923e34a6,,,,,
20260724063008_b3e6,,품질보류,육아휴직 급여 조건,2026 육아휴직 급여 조건 분석,,2026년 육아휴직 급여 조건을 알아보세요. 최신 정보로 육아휴직 계획을 세우는 데 도움을 드립니다.,"육아휴직 급여 조건, 2026 육아휴직, 육아휴직 급여 계산기, 2026 급여 조건",,2026-07-24 6:30:09,,,2026-07-24 6:30:08,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T06:30:10.316511"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G1"", ""grade"": ""major"", ""detail"": ""본문 2546자 → 최대 2500자 초과, 46자 단축 필요"", ""priority"": 1}]",,2026-07-24 6:30:09,5e860ca8,,,,,
20260724114834_c4a6,,품질보류,육아휴직 급여 계산법,2026 육아휴직 급여 계산법 안내,,최신 정보를 바탕으로 2026년의 육아휴직 급여를 계산하는 방법을 안내합니다. 정확한 급여를 쉽게 계산하세요.,"육아휴직 급여 계산법, 2026 육아휴직 급여, 육아휴직 계산기, 육아휴직 급여, 2026 급여 계산",,2026-07-24 11:48:35,,,2026-07-24 11:48:34,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T11:48:35.867553"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G4"", ""grade"": ""major"", ""detail"": ""계산 예시 1개 → 최소 2개 필요"", ""priority"": 1}]",,2026-07-24 11:48:35,5e860ca8,,,,,
20260724114954_8063,,품질보류,연말정산 환급액 세금,2026 연말정산 환급액 세금 계산기,,2026년을 위한 연말정산 환급액 및 세금 절약을 위한 스마트한 계산기를 활용하세요. 세금 절감 팁과 함께 환급액을 최대로 늘리세요.,"연말정산 환급액, 세금 환급, 2026 연말정산, 세금 계산기, 환급액 계산",,2026-07-24 11:49:54,,,2026-07-24 11:49:54,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T11:49:55.650166"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""minor"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,,REWRITE,"[{""gate"": ""G7"", ""grade"": ""minor"", ""detail"": ""AI 문체 금지표현 1건: 알아보겠습니다"", ""priority"": 1}]",,2026-07-24 11:49:54,923e34a6,,,,,
20260724115114_9db7,,품질보류,육아휴직 급여 지급기준,2026 육아휴직 급여 지급기준 안내,,2026년 최신 육아휴직 급여 지급기준에 맞게 정확한 급여를 계산해 보세요. 지원 자격과 지급 방법을 확인해 보세요.,"육아휴직 급여 지급기준, 2026 육아휴직 급여, 육아휴직 지원",,2026-07-24 11:51:15,,,2026-07-24 11:51:14,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T11:51:15.877921"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G4"", ""grade"": ""major"", ""detail"": ""계산 예시 1개 → 최소 2개 필요"", ""priority"": 1}]",,2026-07-24 11:51:15,5e860ca8,,,,,
20260724115227_aa22,,품질보류,육아휴직 급여 세금,2026 육아휴직 급여 세금 계산법,,2026년 육아휴직 급여에 대한 세금 계산법을 쉽고 빠르게 알아보세요. 정확한 세금 금액을 산출해보세요.,"육아휴직 급여 세금, 육아휴직 세금 계산법, 2026 육아휴직 급여, 2026 육아휴직 세금",,2026-07-24 11:52:27,,,2026-07-24 11:52:27,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T11:52:28.484895"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G1"", ""grade"": ""major"", ""detail"": ""본문 1643자 → 최소 1900자(가시 텍스트) 필요, 257자 추가 작성 필요"", ""priority"": 1}]",,2026-07-24 11:52:27,5e860ca8,,,,,
20260724183500_fcfa,,품질보류,육아휴직 급여 계산,2026 육아휴직 급여 계산법,,최신 기준에 기반한 2026년 육아휴직 급여 계산법을 쉽고 빠르게 알아보세요. 유익한 정보를 제공합니다.,"육아휴직 급여 계산, 2026 육아휴직 급여, 육아휴직 계산기",,2026-07-24 18:35:00,,,2026-07-24 18:35:00,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T18:35:01.718412"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""minor"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G7"", ""grade"": ""minor"", ""detail"": ""AI 문체 금지표현 1건: 알아보겠습니다"", ""priority"": 1}]",,2026-07-24 18:35:00,5e860ca8,,,,,
20260724183633_37ea,,품질보류,연말정산 환급액 지급기준,2026 연말정산 환급액 지급기준,,2026년 연말정산 환급액 지급기준을 알아보세요. 정확한 환급금을 계산하고 세부 내역을 확인하여 세금 환급에 만전을 기하세요.,"2026 연말정산, 환급액 지급기준, 연말정산 환급액 계산기",,2026-07-24 18:36:34,,,2026-07-24 18:36:33,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T18:36:35.186753"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,77,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-24 18:36:34,923e34a6,,,,,
20260724183807_59c5,,품질보류,연말정산 환급액 계산기 사용법,2026 연말정산 환급액 계산기 사용법,,2026년 연말정산 환급액 계산기 사용법 안내입니다. 정확한 환급액을 계산하고 절세 전략을 세워보세요.,"연말정산 환급액 계산기 사용법, 2026 연말정산, 환급액 계산기 2026",,2026-07-24 18:38:08,,,2026-07-24 18:38:07,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-24T18:38:09.037431"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""major"", ""critical_gates"": [], ""prompt_version"": ""923e34a6""}]",calc_20260704111358_9168,63,REWRITE,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-07-24 18:38:08,923e34a6,,,,,
20260726120929_daac,,품질보류,육아휴직 급여 계산기 사용법,2026 육아휴직 급여 계산기 사용법,,최신 2026년 기준 육아휴직 급여 계산기 사용법 안내. 정확한 급여 계산을 위한 최고의 도구를 만나보세요.,"육아휴직 급여 계산기 사용법, 2026 육아휴직 급여 계산기, 육아휴직 급여 계산기",,2026-07-26 12:09:30,,,2026-07-26 12:09:29,,,,,,"[{""event"": ""quality_hold"", ""at"": ""2026-07-26T12:09:30.955238"", ""quality_status"": ""REWRITE"", ""retries"": 3, ""severity"": ""minor"", ""critical_gates"": [], ""prompt_version"": ""5e860ca8""}]",calc_20260704133142_b82a,,REWRITE,"[{""gate"": ""G7"", ""grade"": ""minor"", ""detail"": ""AI 문체 금지표현 1건: 살펴보겠습니다"", ""priority"": 1}]",,2026-07-26 12:09:30,5e860ca8,,,,,
20260718123443_739a,,삭제됨,,,,,,,,,,2026-08-02 12:51:17,,,,,,,,,,,,,,,,,,
20260721113559_2d2a,,삭제됨,,,,,,,,,,2026-08-02 12:51:22,,,,,,,,,,,,,,,,,,
20260718120644_ec22,,삭제됨,,,,,,,,,,2026-08-02 13:27:10,,,,,,,,,,,,,,,,,,
20260720183811_bda6,,삭제됨,,,,,,,,,,2026-08-02 13:27:17,,,,,,,,,,,,,,,,,,
20260802185837_17d0,,검수대기,주휴수당 계산법,2026 주휴수당 계산법 완벽 이해,,2026년에 맞춘 주휴수당 계산법을 알아보세요. 최신 법령과 규정을 반영하여 정확하게 주휴수당을 계산하는 방법을 안내합니다.,"주휴수당 계산법, 2026 주휴수당, 주휴수당 계산기, 주휴수당 산출 방법, 최신 주휴수당 계산",,2026-08-02 18:58:37,,,2026-08-02 18:58:37,,,,,,"[{""event"": ""publish"", ""at"": ""2026-08-02T18:58:38.595032"", ""wp_post_id"": """"}]",calc_20260702221622_621a,82,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-08-02 18:58:37,160c4a15,,,,,
20260803114139_fe42,,검수대기,주휴수당 계산법,주휴수당 계산법 완벽 가이드 2026,,2026년 최신 주휴수당 계산법을 알아보세요. 법적으로 보장된 주휴수당을 정확하게 계산하고 혜택을 놓치지 마세요.,"주휴수당 계산법, 2026 주휴수당, 주휴수당 가이드, 주휴수당 계산기 2026",,2026-08-03 11:41:39,,,2026-08-03 11:41:39,,,,,,"[{""event"": ""publish"", ""at"": ""2026-08-03T11:41:40.471094"", ""wp_post_id"": """"}]",calc_20260702221622_621a,82,WARN,"[{""gate"": ""S5"", ""grade"": ""major"", ""detail"": ""고유 정보가 적고 일반론 위주"", ""priority"": 1}]",gpt-4o,2026-08-03 11:41:39,160c4a15,,,,,
20260804124450_9b45,,발행완료,QA 주휴수당 계산법,2026 QA 주휴수당 지급 조건은? 핵심 자격요건 쉽게 설명,,2026년 최신 QA 주휴수당 계산법 안내. 정확하고 간편하게 주휴수당을 계산해 보세요.,"QA 주휴수당 계산법, 2026 QA 주휴수당, QA 주휴수당 계산, 주휴수당 계산법",http://salarymate.test/2026-qa-%ec%a3%bc%ed%9c%b4%ec%88%98%eb%8b%b9-%ec%a7%80%ea%b8%89-%ec%a1%b0%ea%b1%b4%ec%9d%80-%ed%95%b5%ec%8b%ac-%ec%9e%90%ea%b2%a9%ec%9a%94%ea%b1%b4-%ec%89%bd%ea%b2%8c-%ec%84%a4%eb%aa%85/,2026-08-04 12:44:51,,,2026-08-04 12:44:50,,99,http://salarymate.test/2026-qa-%ec%a3%bc%ed%9c%b4%ec%88%98%eb%8b%b9-%ec%a7%80%ea%b8%89-%ec%a1%b0%ea%b1%b4%ec%9d%80-%ed%95%b5%ec%8b%ac-%ec%9e%90%ea%b2%a9%ec%9a%94%ea%b1%b4-%ec%89%bd%ea%b2%8c-%ec%84%a4%eb%aa%85/,publish,2026-08-04 12:44:49,"[{""event"": ""publish"", ""at"": ""2026-08-04T12:44:51.866794"", ""wp_post_id"": 99}]",qa_weekly_20260802,100,PASS,[],,2026-08-04 12:44:37,69371243,,,,,
20260804143517_0e31,,발행완료,QA 주휴수당 계산법,2026 QA 주휴수당 지급 조건은? 핵심 자격요건 쉽게 설명,,2026년 최신 QA 주휴수당 계산법 안내입니다. 정확한 가이드로 주휴수당을 쉽게 계산해보세요.,"QA 주휴수당 계산법, 2026 주휴수당, QA 주휴수당",http://salarymate.test/2026-qa-%ec%a3%bc%ed%9c%b4%ec%88%98%eb%8b%b9-%ec%a7%80%ea%b8%89-%ec%a1%b0%ea%b1%b4%ec%9d%80-%ed%95%b5%ec%8b%ac-%ec%9e%90%ea%b2%a9%ec%9a%94%ea%b1%b4-%ec%89%bd%ea%b2%8c-%ec%84%a4%eb%aa%85-2/,2026-08-04 14:35:17,,,2026-08-04 14:35:17,,102,http://salarymate.test/2026-qa-%ec%a3%bc%ed%9c%b4%ec%88%98%eb%8b%b9-%ec%a7%80%ea%b8%89-%ec%a1%b0%ea%b1%b4%ec%9d%80-%ed%95%b5%ec%8b%ac-%ec%9e%90%ea%b2%a9%ec%9a%94%ea%b1%b4-%ec%89%bd%ea%b2%8c-%ec%84%a4%eb%aa%85-2/,publish,2026-08-04 14:35:16,"[{""event"": ""publish"", ""at"": ""2026-08-04T14:35:18.818766"", ""wp_post_id"": 102}]",qa_weekly_20260802,100,PASS,[],,2026-08-04 14:34:21,69371243,,,,,
